tahun,bulan,jenis,kode_trayek,trayek,jumlah_penumpang
2021,2,Angkutan Umum Integrasi,1C,Pesanggrahan - Blok M,12977
2021,2,Angkutan Umum Integrasi,1B,Stasiun Palmerah - Tosari,17157
2021,2,Angkutan Umum Integrasi,1A,Pantai Maju - Balai Kota,50669
2021,2,Angkutan Umum Integrasi,12B,Pluit - Senen,9096
2021,2,Angkutan Umum Integrasi,11Q,Kampung Melayu - Pulo Gebang via BKT,8493
2021,2,Angkutan Umum Integrasi,11D,Pulo Gebang - Pulo Gadung 2 via PIK,47628
2021,2,Angkutan Umum Integrasi,10K,Tanjung Priok - Senen via Taman  BMW,31243
2021,7,Mikrotrans,JAK.88,Terminal Tanjung Priok - Ancol Barat,27538
2021,7,Mikrotrans,JAK.85,Bintara - Cipinang Indah,25470
2021,7,Mikrotrans,JAK.84,Terminal Kampung Melayu - Kapin Raya,40086
2021,7,Mikrotrans,JAK.80,Rawa Buaya - Rawa Kompeni,60821
2021,7,Mikrotrans,JA.77,Tanjung Priok - Jembatan Item,60267
2021,7,Mikrotrans,JAK.75,Cililitan - Kp. Pulo,42919
2021,7,Mikrotrans,JAK.74,Terminal Rawamangun - Cipinang Muara,39415
2021,7,Mikrotrans,JAK.73,Jambore Cibubur - Pasar Rebo,61657
2021,7,Mikrotrans,JAK.72,Kampung Rambutan - Pasar Rebo via Poncol,86419
2021,7,Mikrotrans,JAK.71,Kampung Rambutan - Pinang Ranti,61194
2021,7,Mikrotrans,JAK.64,Lenteng Agung - Aseli,35142
2021,7,Mikrotrans,JAK.61,Cempaka Putih - Pulo Gadung via Kelapa Gading,29397
2021,7,Mikrotrans,JAK.60,Kelapa Gading - Rusun Kemayoran,51455
2021,7,Mikrotrans,JAK.59,Rawamangun - Tanah Merah,68926
2021,7,Mikrotrans,JAK.58,Cilingcing - Rorotan,84804
2021,7,Mikrotrans,JAK.56,Grogol - Srengseng,50173
2021,7,Mikrotrans,JAK.54,Grogol - Benhil,35059
2021,7,Mikrotrans,JAK.53,Grogol - Pos Pengumben via Slipi,35322
2021,7,Mikrotrans,JAK.52,Kalideres - Muara Angke,55626
2021,7,Mikrotrans,JAK.51,Taman Kota - Budi Luhur,90388
2021,7,Mikrotrans,JAK.50,Kalideres - Puri Kembangan,59756
2021,7,Mikrotrans,JAK.49,Lebak Bulus - Cipulir,35304
2021,7,Mikrotrans,JAK.47,Pasar Minggu - Ciganjur via KB Ragunan,42179
2021,7,Mikrotrans,JAK.46,Pasar Minggu - Jagakarsa,70972
2021,7,Mikrotrans,JAK.45,Lebak Bulus - Ragunan,42681
2021,7,Mikrotrans,JAK.44,Andara - Stasiun Universitas Pancasila,53677
2021,7,Mikrotrans,JAK.43,Tongtek - Cililitan,69302
2021,7,Mikrotrans,JAK.42,Kampung Melayu - Pondok Kelapa,59935
2021,7,Mikrotrans,JAK.41,Kampung Melayu - Ppulo Gadung,39265
2021,7,Mikrotrans,JAK.40,Harapan Baru - Pulo Gebang via Rawa Kuning,39761
2021,7,Mikrotrans,JAK.39,Kalimalang - Duren Sawit,50834
2021,7,Mikrotrans,JAK.38,Bulak Ringin - Kampung Rambutan,41201
2021,7,Mikrotrans,JAK.37,Cililitan - Condet via Kayu Manis,43598
2021,7,Mikrotrans,JAK.36,Cilangkap - Cililitan,59082
2021,7,Mikrotrans,JAK.35,Pangkalan  Jati - Rawamangun,33239
2021,7,Mikrotrans,JAK.34,Rawamangun - Klender,66981
2021,7,Mikrotrans,JAK.33,Pulo Gadung - Kota,53882
2021,7,Mikrotrans,JAK.32,Lebak Bulus - Petukangan,65877
2021,7,Mikrotrans,JAK.31,Blok M - Andara,47265
2021,7,Mikrotrans,JAK.30,Grogol - Meruya via Roxy,115750
2021,7,Mikrotrans,JAK.29,Tanjung Priok - Sukapura,102252
2021,7,Mikrotrans,JAK.28,Kp. Rambutan - Taman Wiladatika,60833
2021,7,Mikrotrans,JAK.27,Pulo Gebang - Rorotan,45238
2021,7,Mikrotrans,JAK.26,Rawamangun - Duren Sawit,34525
2021,7,Mikrotrans,JAK.25,Kp. Rambutan - Kalisari,51709
2021,7,Mikrotrans,JAK.24,Senen - Pulo Gadung via Kelapa Gading,67255
2021,7,Mikrotrans,JAK.22,Dwikora - Penas Kalimalang,22151
2021,7,Mikrotrans,JAK.21,Cililitan - Dwikora,50079
2021,7,Mikrotrans,JAK.20,Cawang UKI - Lubang Buaya,54167
2021,7,Mikrotrans,"JAK,19",Pinang Ranti - Kampung Rambutan,89642
2021,7,Mikrotrans,JAK.18,Kalibata - Kuningan,27976
2021,7,Mikrotrans,JAK.17,Senen - Pulo Gadung ,40998
2021,7,Mikrotrans,JAK.16,Cililitan - Condet via Kayu Manis,67962
2021,7,Mikrotrans,JAK.15,Bulak Turi - Tanjung Priok,107567
2021,7,Mikrotrans,JAK.14,Tanah Abang - Meruya,68627
2021,7,Mikrotrans,JAK.13,Tanah Abang - Kota Intan via Jembatan Lima,16554
2021,7,Mikrotrans,JAK.12,Tanah Abang - Kebayoran Lama via Pos Pengumben,62106
2021,7,Mikrotrans,JAK.117,Tanjung Priok - Tanah Merdeka,75944
2021,7,Mikrotrans,JAK.112,Terminal Tanah Merah - Pulo Gadung,47747
2021,7,Mikrotrans,JAK.11,Tanah Abang - Kebayoran Lama ,64412
2021,7,Mikrotrans,JAK. 10B,Gondangdia - Cikini via Kramat Jaya,3136
2021,7,Mikrotrans,JAK.10A,Gondangdia - Cikini via Salemba Raya,19060
2021,7,Mikrotrans,JAK.10,Tanah Abang - Kota ,40221
2021,7,Mikrotrans,JAK.09,Roxy Mas - Karet,16921
2021,7,Mikrotrans,JAK.08,Roxy - Benhil,24959
2021,7,Mikrotrans,JAK.07,Tanah Abang - Grogol via Tawakal,41852
2021,7,Mikrotrans,JAK.06,Kampung Rambutan - Pondok Gede,63751
2021,7,Mikrotrans,JAK.05,Semper - Rorotan,61720
2021,7,Mikrotrans,JAK.04,Grogol - Tubagus Angke,52237
2021,7,Mikrotrans,JAK.03,Lebak Bulus - Andara,28719
2021,7,Mikrotrans,JAK.02,Kampung Melayu - Duren Sawit,41284
2021,7,Mikrotrans,JAK.01,Tanjung Priok - Plumpang,53303
2021,7,BRT,9,Pinang Ranti - Pluit,326712
2021,7,BRT,8,Lebak Bulus - Harmoni,194713
2021,7,BRT,7,Kampung Rambutan - Kampung Melayu,174682
2021,7,BRT,6,Ragunan - Dukuh Atas 2,157941
2021,7,BRT,5,Kampung Melayu - Ancol,181565
2021,7,BRT,4,Pulo Gadung 2 - Tosari,118923
2021,7,BRT,3,Kalideres - Pasar Baru,205148
2021,7,BRT,2,Pulo Gadung 1 - Harmoni,143327
2021,7,BRT,13,Ciledug - Tendean,124158
2021,7,BRT,12,Penjaringan - Sunter Bouleverd Barat,62403
2021,7,BRT,11,Pulo Gebang - Kampung Melayu,62391
2021,7,BRT,10,Tanjung Priok - PGC 2,175900
2021,7,BRT,1,Blok M - Kota,344528
2021,7,Angkutan Umum Integrasi,9H,Cipedak - Blok M,9158
2021,7,Angkutan Umum Integrasi,9E,Kebayoran Lama - Jelambar,7914
2021,7,Angkutan Umum Integrasi,9D,Pasar Minggu - Tanah Abang,41267
2021,7,Angkutan Umum Integrasi,8K,Batu Sari-Tanah Abang,3406
2021,7,Angkutan Umum Integrasi,8E,Bintaro - Blok M,8853
2021,7,Angkutan Umum Integrasi,8D,Joglo - Blok M,13387
2021,7,Angkutan Umum Integrasi,8C,Kebayoran Lama - Tanah Abang,1186
2021,7,Angkutan Umum Integrasi,7P,Pondok Kelapa - BKN,10617
2021,7,Angkutan Umum Integrasi,7D,Pancoran - TMII,9570
2021,7,Angkutan Umum Integrasi,7B,Kampung Rambutan - Blok M,38429
2021,7,Angkutan Umum Integrasi,7A,Kampung Rambutan - Lebak Bulus,36224
2021,7,Angkutan Umum Integrasi,6R,Ragunan - Stasin MRT Fatmawati,1026
2021,7,Angkutan Umum Integrasi,6N,Ragunan - Blok M via Kemang,12623
2021,7,Angkutan Umum Integrasi,6M,Stasiun Manggarai - Blok  M,10908
2021,7,Angkutan Umum Integrasi,6H,Senen - Lebak Bulus,8552
2021,7,Angkutan Umum Integrasi,6C,Stasin Tebet - Karet via Patra Kuningan,42384
2021,7,Angkutan Umum Integrasi,5M,Kampung Melayu - Tanah Abang via Cikini,38167
2021,7,Angkutan Umum Integrasi,5F,Kampung Melayu - Tanah Abang,6465
2021,7,Angkutan Umum Integrasi,5B,Stasiun Tebet - Bidara Cina,3603
2021,7,Angkutan Umum Integrasi,4F,Pinang Ranti - Pulo Gadung,20815
2021,7,Angkutan Umum Integrasi,4B,Stasiun Manggarai - UI,15182
2021,7,Angkutan Umum Integrasi,3E ,Sentraland Cengkareng - Puri Kembangan,12046
2021,7,Angkutan Umum Integrasi,2Q,Gondangdia - Balai Kota,4465
2021,7,Angkutan Umum Integrasi,2P,Gondangdia - Senen,2029
2021,7,Angkutan Umum Integrasi,1R,Senen - Tanah Abang,6022
2021,7,Angkutan Umum Integrasi,1Q,Rempoa - Blok M,14727
2021,7,Angkutan Umum Integrasi,1P,Senen - Bundaran Senayan,4484
2021,7,Angkutan Umum Integrasi,1N,Tanah Abang - Blok M,4405
2021,7,Angkutan Umum Integrasi,1M,Meruya - Blok M,12145
2021,7,Angkutan Umum Integrasi,1H,Tanah Abang - Stasiun Gondangdia,18340
2021,7,Angkutan Umum Integrasi,1F,Stasiun Palmerah - Bundaran Senayan,1802
2021,7,Angkutan Umum Integrasi,1E,Pondok  Labu - Blok M,36585
2021,7,Angkutan Umum Integrasi,1C,Pesanggrahan - Blok M,7862
2021,7,Angkutan Umum Integrasi,1B,Stasiun Palmerah - Tosari,10688
2021,7,Angkutan Umum Integrasi,1A,PIK - Balai Kota,29960
2021,7,Angkutan Umum Integrasi,12B,Pluit - Senen,4641
2021,7,Angkutan Umum Integrasi,11Q,Kampung Melayu - Pulo Gebang via BKT,6363
2021,7,Angkutan Umum Integrasi,11D,Pulo Gebang - Pulo Gadung 2 via PIK,33801
2021,7,Angkutan Umum Integrasi,10K,Tanjung Priok - Senen via Taman  BMW,23069
2021,7,Angkutan Umum Integrasi,GR4,Taman Kota Intan - Museum Bahari,7
2021,7,Angkutan Umum Integrasi,GR5,Kota Tua Explorer,11
2021,4,Mikrotrans,JAK.88,Terminal Tanjung Priok - Ancol Barat,31791
2021,4,Mikrotrans,JAK.85,Bintara - Cipinang Indah,26835
2021,4,Mikrotrans,JAK.84,Terminal Kampung Melayu - Kapin Raya,40223
2021,4,Mikrotrans,JAK.80,Rawa Buaya - Rawa Kompeni,64948
2021,4,Mikrotrans,JA.77,Tanjung Priok - Jembatan Item,69143
2021,4,Mikrotrans,JAK.75,Cililitan - Kp. Pulo,49851
2021,4,Mikrotrans,JAK.74,Terminal Rawamangun - Cipinang Muara,44545
2021,4,Mikrotrans,JAK.73,Jambore Cibubur - Pasar Rebo,73486
2021,4,Mikrotrans,JAK.72,Kampung Rambutan - Pasar Rebo via Poncol,104102
2021,4,Mikrotrans,JAK.71,Kampung Rambutan - Pinang Ranti,71173
2021,4,Mikrotrans,JAK.64,Lenteng Agung - Aseli,47623
2021,4,Mikrotrans,JAK.61,Cempaka Putih - Pulo Gadung via Kelapa Gading,42043
2021,4,Mikrotrans,JAK.60,Kelapa Gading - Rusun Kemayoran,73738
2021,4,Mikrotrans,JAK.59,Rawamangun - Tanah Merah,94492
2021,4,Mikrotrans,JAK.58,Cilingcing - Rorotan,102437
2021,4,Mikrotrans,JAK.56,Grogol - Srengseng,55901
2021,4,Mikrotrans,JAK.54,Grogol - Benhil,39120
2021,4,Mikrotrans,JAK.53,Grogol - Pos Pengumben via Slipi,36642
2021,4,Mikrotrans,JAK.52,Kalideres - Muara Angke,61905
2021,4,Mikrotrans,JAK.51,Taman Kota - Budi Luhur,108669
2021,4,Mikrotrans,JAK.50,Kalideres - Puri Kembangan,71057
2021,4,Mikrotrans,JAK.49,Lebak Bulus - Cipulir,44479
2021,4,Mikrotrans,JAK.47,Pasar Minggu - Ciganjur via KB Ragunan,53740
2021,4,Mikrotrans,JAK.46,Pasar Minggu - Jagakarsa,87618
2021,4,Mikrotrans,JAK.45,Lebak Bulus - Ragunan,58579
2021,4,Mikrotrans,JAK.44,Andara - Stasiun Universitas Pancasila,67175
2021,4,Mikrotrans,JAK.43,Tongtek - Cililitan,91751
2021,4,Mikrotrans,JAK.42,Kampung Melayu - Pondok Kelapa,67771
2021,4,Mikrotrans,JAK.41,Kampung Melayu - Ppulo Gadung,40336
2021,4,Mikrotrans,JAK.40,Harapan Baru - Pulo Gebang via Rawa Kuning,46119
2021,4,Mikrotrans,JAK.39,Kalimalang - Duren Sawit,66948
2021,4,Mikrotrans,JAK.38,Bulak Ringin - Kampung Rambutan,51343
2021,4,Mikrotrans,JAK.37,Cililitan - Condet via Kayu Manis,59481
2021,4,Mikrotrans,JAK.36,Cilangkap - Cililitan,99921
2021,4,Mikrotrans,JAK.35,Pangkalan  Jati - Rawamangun,33547
2021,4,Mikrotrans,JAK.34,Rawamangun - Klender,83256
2021,4,Mikrotrans,JAK.33,Pulo Gadung - Kota,53128
2021,4,Mikrotrans,JAK.32,Lebak Bulus - Petukangan,96164
2021,4,Mikrotrans,JAK.31,Blok M - Andara,68488
2021,4,Mikrotrans,JAK.30,Grogol - Meruya via Roxy,151229
2021,4,Mikrotrans,JAK.29,Tanjung Priok - Sukapura,114250
2021,4,Mikrotrans,JAK.28,Kp. Rambutan - Taman Wiladatika,70553
2021,4,Mikrotrans,JAK.27,Pulo Gebang - Rorotan,47678
2021,4,Mikrotrans,JAK.26,Rawamangun - Duren Sawit,44229
2021,4,Mikrotrans,JAK.25,Kp. Rambutan - Kalisari,62570
2021,4,Mikrotrans,JAK.24,Senen - Pulo Gadung via Kelapa Gading,77864
2021,4,Mikrotrans,JAK.22,Dwikora - Penas Kalimalang,31455
2021,4,Mikrotrans,JAK.21,Cililitan - Dwikora,64590
2021,4,Mikrotrans,JAK.20,Cawang UKI - Lubang Buaya,67887
2021,4,Mikrotrans,"JAK,19",Pinang Ranti - Kampung Rambutan,120531
2021,4,Mikrotrans,JAK.18,Kalibata - Kuningan,36923
2021,4,Mikrotrans,JAK.17,Senen - Pulo Gadung ,43320
2021,4,Mikrotrans,JAK.16,Cililitan - Condet via Kayu Manis,76238
2021,4,Mikrotrans,JAK.15,Bulak Turi - Tanjung Priok,134431
2021,4,Mikrotrans,JAK.14,Tanah Abang - Meruya,96813
2021,4,Mikrotrans,JAK.13,Tanah Abang - Kota Intan via Jembatan Lima,17877
2021,4,Mikrotrans,JAK.12,Tanah Abang - Kebayoran Lama via Pos Pengumben,67485
2021,4,Mikrotrans,JAK.117,Tanjung Priok - Tanah Merdeka,83132
2021,4,Mikrotrans,JAK.112,Terminal Tanah Merah - Pulo Gadung,51550
2021,4,Mikrotrans,JAK.11,Tanah Abang - Kebayoran Lama ,74291
2021,4,Mikrotrans,JAK.10,Tanah Abang - Kota ,55248
2021,4,Mikrotrans,JAK.09,Roxy Mas - Karet,23484
2021,4,Mikrotrans,JAK.08,Roxy - Benhil,38120
2021,4,Mikrotrans,JAK.07,Tanah Abang - Grogol via Tawakal,53720
2021,4,Mikrotrans,JAK.06,Kampung Rambutan - Pondok Gede,82859
2021,4,Mikrotrans,JAK.05,Semper - Rorotan,73686
2021,4,Mikrotrans,JAK.04,Grogol - Tubagus Angke,51988
2021,4,Mikrotrans,JAK.03,Lebak Bulus - Andara,35820
2021,4,Mikrotrans,JAK.02,Kampung Melayu - Duren Sawit,51757
2021,4,Mikrotrans,JAK.01,Tanjung Priok - Plumpang,65366
2021,4,BRT,9,Pinang Ranti - Pluit,750330
2021,4,BRT,8,Lebak Bulus - Harmoni,515105
2021,4,BRT,7,Kampung Rambutan - Kampung Melayu,442653
2021,4,BRT,6,Ragunan - Dukuh Atas 2,399984
2021,4,BRT,5,Kampung Melayu - Ancol,488359
2021,4,BRT,4,Pulo Gadung 2 - Tosari,302574
2021,4,BRT,3,Kalideres - Pasar Baru,528578
2021,4,BRT,2,Pulo Gadung 1 - Harmoni,387163
2021,4,BRT,13,Ciledug - Tendean,342002
2021,4,BRT,12,Penjaringan - Sunter Bouleverd Barat,161849
2021,4,BRT,11,Pulo Gebang - Kampung Melayu,162931
2021,4,BRT,10,Tanjung Priok - PGC 2,424169
2021,4,BRT,1,Blok M - Kota,1003534
2021,4,Angkutan Umum Integrasi,9H,Cipedak - Blok M,12866
2021,4,Angkutan Umum Integrasi,9E,Kebayoran Lama - Jelambar,13390
2021,4,Angkutan Umum Integrasi,9D,Pasar Minggu - Tanah Abang,81041
2021,4,Angkutan Umum Integrasi,8K,Batu Sari-Tanah Abang,8991
2021,4,Angkutan Umum Integrasi,8E,Bintaro - Blok M,19625
2021,4,Angkutan Umum Integrasi,8D,Joglo - Blok M,32476
2021,4,Angkutan Umum Integrasi,8C,Kebayoran Lama - Tanah Abang,20132
2021,4,Angkutan Umum Integrasi,7P,Pondok Kelapa - BKN,25016
2021,4,Angkutan Umum Integrasi,7D,Pancoran - TMII,23932
2021,4,Angkutan Umum Integrasi,7B,Kampung Rambutan - Blok M,79510
2021,4,Angkutan Umum Integrasi,7A,Kampung Rambutan - Lebak Bulus,55940
2021,4,Angkutan Umum Integrasi,6R,Ragunan - Stasin MRT Fatmawati,1456
2021,4,Angkutan Umum Integrasi,6N,Ragunan - Blok M via Kemang,24508
2021,4,Angkutan Umum Integrasi,6M,Stasiun Manggarai - Blok  M,24651
2021,4,Angkutan Umum Integrasi,6H,Senen - Lebak Bulus,18696
2021,4,Angkutan Umum Integrasi,6C,Stasin Tebet - Karet via Patra Kuningan,93015
2021,4,Angkutan Umum Integrasi,5M,Kampung Melayu - Tanah Abang via Cikini,82099
2021,4,Angkutan Umum Integrasi,5F,Kampung Melayu - Tanah Abang,19869
2021,4,Angkutan Umum Integrasi,5B,Stasiun Tebet - Bidara Cina,8900
2021,4,Angkutan Umum Integrasi,4F,Pinang Ranti - Pulo Gadung,40791
2021,4,Angkutan Umum Integrasi,4B,Stasiun Manggarai - UI,39665
2021,4,Angkutan Umum Integrasi,3E,Sentraland Cengkareng - Puri Kembangan,23523
2021,4,Angkutan Umum Integrasi,1R,Senen - Tanah Abang,12332
2021,4,Angkutan Umum Integrasi,1Q,Rempoa - Blok M,27234
2021,4,Angkutan Umum Integrasi,1P,Senen - Bundaran Senayan,7598
2021,4,Angkutan Umum Integrasi,1N,Tanah Abang - Blok M,6413
2021,4,Angkutan Umum Integrasi,1M,Meruya - Blok M,26770
2021,4,Angkutan Umum Integrasi,1H,Tanah Abang - Stasiun Gondangdia,38538
2021,4,Angkutan Umum Integrasi,1F,Stasiun Palmerah - Bundaran Senayan,8696
2021,4,Angkutan Umum Integrasi,1E,Pondok  Labu - Blok M,68159
2021,4,Angkutan Umum Integrasi,1C,Pesanggrahan - Blok M,16091
2021,4,Angkutan Umum Integrasi,1B,Stasiun Palmerah - Tosari,22586
2021,4,Angkutan Umum Integrasi,1A,PIK - Balai Kota,69934
2021,4,Angkutan Umum Integrasi,12B,Pluit - Senen,12887
2021,4,Angkutan Umum Integrasi,11Q,Kampung Melayu - Pulo Gebang via BKT,11128
2021,4,Angkutan Umum Integrasi,11D,Pulo Gebang - Pulo Gadung 2 via PIK,55677
2021,4,Angkutan Umum Integrasi,10K,Tanjung Priok - Senen via Taman  BMW,34736
2021,11,Mikrotrans,JAK.88,Terminal Tanjung Priok - Ancol Barat,40135
2021,11,Mikrotrans,JAK.85,Bintara - Cipinang Indah,38487
2021,11,Mikrotrans,JAK.84,Terminal Kampung Melayu - Kapin Raya,49142
2021,11,Mikrotrans,JAK.80,Rawa Buaya - Rawa Kompeni,66701
2021,11,Mikrotrans,JA.77,Tanjung Priok - Jembatan Item,75248
2021,11,Mikrotrans,JAK.75,Cililitan - Kp. Pulo,56825
2021,11,Mikrotrans,JAK.74,Terminal Rawamangun - Cipinang Muara,55667
2021,11,Mikrotrans,JAK.73,Jambore Cibubur - Pasar Rebo,84918
2021,11,Mikrotrans,JAK.72,Kampung Rambutan - Pasar Rebo via Poncol,100864
2021,11,Mikrotrans,JAK.71,Kampung Rambutan - Pinang Ranti,65152
2021,11,Mikrotrans,JAK.64,Lenteng Agung - Aseli,61617
2021,11,Mikrotrans,JAK.61,Cempaka Putih - Pulo Gadung via Kelapa Gading,43632
2021,11,Mikrotrans,JAK.60,Kelapa Gading - Rusun Kemayoran,79618
2021,11,Mikrotrans,JAK.59,Rawamangun - Tanah Merah,84370
2021,11,Mikrotrans,JAK.58,Cilingcing - Rorotan,110584
2021,11,Mikrotrans,JAK.56,Grogol - Srengseng,55986
2021,11,Mikrotrans,JAK.54,Grogol - Benhil,52566
2021,11,Mikrotrans,JAK.53,Grogol - Pos Pengumben via Slipi,61754
2021,11,Mikrotrans,JAK.52,Kalideres - Muara Angke,79531
2021,11,Mikrotrans,JAK.51,Taman Kota - Budi Luhur,122865
2021,11,Mikrotrans,JAK.50,Kalideres - Puri Kembangan,77204
2021,11,Mikrotrans,JAK.49,Lebak Bulus - Cipulir,50611
2021,11,Mikrotrans,JAK.47,Pasar Minggu - Ciganjur via KB Ragunan,63835
2021,11,Mikrotrans,JAK.46,Pasar Minggu - Jagakarsa,106263
2021,11,Mikrotrans,JAK.45,Lebak Bulus - Ragunan,55555
2021,11,Mikrotrans,JAK.44,Andara - Stasiun Universitas Pancasila,75946
2021,11,Mikrotrans,JAK.43,Tongtek - Cililitan,104411
2021,11,Mikrotrans,JAK.42,Kampung Melayu - Pondok Kelapa,84595
2021,11,Mikrotrans,JAK.41,Kampung Melayu - Ppulo Gadung,52250
2021,11,Mikrotrans,JAK.40,Harapan Baru - Pulo Gebang via Rawa Kuning,47573
2021,11,Mikrotrans,JAK.39,Kalimalang - Duren Sawit,70372
2021,11,Mikrotrans,JAK.38,Bulak Ringin - Kampung Rambutan,52938
2021,11,Mikrotrans,JAK.37,Cililitan - Condet via Kayu Manis,69292
2021,11,Mikrotrans,JAK.36,Cilangkap - Cililitan,80759
2021,11,Mikrotrans,JAK.35,Pangkalan  Jati - Rawamangun,34484
2021,11,Mikrotrans,JAK.34,Rawamangun - Klender,71939
2021,11,Mikrotrans,JAK.33,Pulo Gadung - Kota,64400
2021,11,Mikrotrans,JAK.32,Lebak Bulus - Petukangan,90627
2021,11,Mikrotrans,JAK.31,Blok M - Andara,73900
2021,11,Mikrotrans,JAK.30,Grogol - Meruya via Roxy,160715
2021,11,Mikrotrans,JAK.29,Tanjung Priok - Sukapura,137509
2021,11,Mikrotrans,JAK.28,Kp. Rambutan - Taman Wiladatika,75895
2021,11,Mikrotrans,JAK.27,Pulo Gebang - Rorotan,59685
2021,11,Mikrotrans,JAK.26,Rawamangun - Duren Sawit,48931
2021,11,Mikrotrans,JAK.25,Kp. Rambutan - Kalisari,57999
2021,11,Mikrotrans,JAK.24,Senen - Pulo Gadung via Kelapa Gading,94793
2021,11,Mikrotrans,JAK.22,Dwikora - Penas Kalimalang,21124
2021,11,Mikrotrans,JAK.21,Cililitan - Dwikora,77867
2021,11,Mikrotrans,JAK.20,Cawang UKI - Lubang Buaya,63118
2021,11,Mikrotrans,"JAK,19",Pinang Ranti - Kampung Rambutan,109711
2021,11,Mikrotrans,JAK.18,Kalibata - Kuningan,41370
2021,11,Mikrotrans,JAK.17,Senen - Pulo Gadung ,59969
2021,11,Mikrotrans,JAK.16,Cililitan - Condet via Kayu Manis,96991
2021,11,Mikrotrans,JAK.15,Bulak Turi - Tanjung Priok,146160
2021,11,Mikrotrans,JAK.14,Tanah Abang - Meruya,115672
2021,11,Mikrotrans,JAK.13,Tanah Abang - Kota Intan via Jembatan Lima,22307
2021,11,Mikrotrans,JAK.12,Tanah Abang - Kebayoran Lama via Pos Pengumben,80723
2021,11,Mikrotrans,JAK.117,Tanjung Priok - Tanah Merdeka,103410
2021,11,Mikrotrans,JAK.112,Terminal Tanah Merah - Pulo Gadung,78124
2021,11,Mikrotrans,JAK.11,Tanah Abang - Kebayoran Lama ,88319
2021,11,Mikrotrans,JAK.10B,Gondangdia - Cikini via Kramat Raya,4008
2021,11,Mikrotrans,JAK.10A,Gondangdia - Cikini via Salemba Raya,30703
2021,11,Mikrotrans,JAK.10,Tanah Abang - Kota ,59213
2021,11,Mikrotrans,JAK.09,Roxy Mas - Karet,31253
2021,11,Mikrotrans,JAK.08,Roxy - Benhil,48046
2021,11,Mikrotrans,JAK.07,Tanah Abang - Grogol via Tawakal,66471
2021,11,Mikrotrans,JAK.06,Kampung Rambutan - Pondok Gede,73113
2021,11,Mikrotrans,JAK.05,Semper - Rorotan,73362
2021,11,Mikrotrans,JAK.04,Grogol - Tubagus Angke,55910
2021,11,Mikrotrans,JAK.03,Lebak Bulus - Andara,41216
2021,11,Mikrotrans,JAK.02,Kampung Melayu - Duren Sawit,56746
2021,11,Mikrotrans,JAK.01,Tanjung Priok - Plumpang,71927
2021,11,BRT,9,Pinang Ranti - Pluit,805724
2021,11,BRT,8,Lebak Bulus - Harmoni,512842
2021,11,BRT,7,Kampung Rambutan - Kampung Melayu,420738
2021,11,BRT,6,Ragunan - Dukuh Atas 2,435539
2021,11,BRT,5,Kampung Melayu - Ancol,487576
2021,11,BRT,4,Pulo Gadung 2 - Tosari,321515
2021,11,BRT,3,Kalideres - Pasar Baru,527539
2021,11,BRT,2,Pulo Gadung 1 - Harmoni,374586
2021,11,BRT,13,Ciledug - Tendean,305567
2021,11,BRT,12,Penjaringan - Sunter Bouleverd Barat,163317
2021,11,BRT,11,Pulo Gebang - Kampung Melayu,148930
2021,11,BRT,10,Tanjung Priok - PGC 2,421487
2021,11,BRT,1,Blok M - Kota,1073929
2021,11,Angkutan Umum Integrasi,9H,Cipedak - Blok M,20159
2021,11,Angkutan Umum Integrasi,9E,Kebayoran Lama - Jelambar,22996
2021,11,Angkutan Umum Integrasi,9D,Pasar Minggu - Tanah Abang,87210
2021,11,Angkutan Umum Integrasi,8K,Batu Sari-Tanah Abang,9463
2021,11,Angkutan Umum Integrasi,8E,Bintaro - Blok M,19613
2021,11,Angkutan Umum Integrasi,8D,Joglo - Blok M,27154
2021,11,Angkutan Umum Integrasi,8C,Kebayoran Lama - Tanah Abang,0
2021,11,Angkutan Umum Integrasi,7P,Pondok Kelapa - BKN,32337
2021,11,Angkutan Umum Integrasi,7D,Pancoran - TMII,27221
2021,11,Angkutan Umum Integrasi,7B,Kampung Rambutan - Blok M,87269
2021,11,Angkutan Umum Integrasi,7A,Kampung Rambutan - Lebak Bulus,88324
2021,11,Angkutan Umum Integrasi,6R,Ragunan - Stasin MRT Fatmawati,0
2021,11,Angkutan Umum Integrasi,6Q,Dukuh Atas - Casablanca via Epicentrum Raya,608
2021,11,Angkutan Umum Integrasi,6N,Ragunan - Blok M via Kemang,31447
2021,11,Angkutan Umum Integrasi,6M,Stasiun Manggarai - Blok  M,24756
2021,11,Angkutan Umum Integrasi,6H,Senen - Lebak Bulus,24583
2021,11,Angkutan Umum Integrasi,6C,Stasin Tebet - Karet via Patra Kuningan,118725
2021,11,Angkutan Umum Integrasi,5M,Kampung Melayu - Tanah Abang via Cikini,95933
2021,11,Angkutan Umum Integrasi,5F,Kampung Melayu - Tanah Abang,18105
2021,11,Angkutan Umum Integrasi,5B,Stasiun Tebet - Bidara Cina,8999
2021,11,Angkutan Umum Integrasi,4F,Pinang Ranti - Pulo Gadung,43945
2021,11,Angkutan Umum Integrasi,4B,Stasiun Manggarai - UI,46314
2021,11,Angkutan Umum Integrasi,3E,Sentraland Cengkareng - Puri Kembangan,901
2021,11,Angkutan Umum Integrasi,3E ,Sentraland Cengkareng - Puri Kembangan,27894
2021,11,Angkutan Umum Integrasi,2Q,Gondangdia - Balai Kota,11567
